"","item","label","duration","intensity","cog","sdev","skew","kurt"
"181","SN4","B6_SN4_1_s.wav",0.1407291667,50.53618547,6199.899322,2407.679018,0.380233478,-1.337834442
"182","SN4","B2_SN4_3_s.wav",0.1220625,50.38403438,6134.532244,2388.812466,1.020127952,-0.2339715367
"183","SN4","B3_SN4_1_s.wav",0.1565625,46.02406878,6078.259369,2365.912044,0.7171132876,0.2747057203
"184","SN4","B2_SN4_2_s.wav",0.126,50.48296305,5999.621569,2086.106549,1.104640772,0.6520595319
"185","SN4","B2_SN4_1_s.wav",0.1260833333,50.46893621,5950.122771,1961.169104,1.075315997,0.2746881933
"186","SN4","B6_SN4_2_s.wav",0.1571666667,50.4382535,5337.692333,1971.17158,1.320573701,0.7077096534
"187","SN4","B4_SN4_2_s.wav",0.1434375,50.98383563,4473.108146,2204.158185,1.354591272,1.427181395
"188","SN4","B4_SN4_1_s.wav",0.1490416667,48.58254216,4345.989381,1616.467807,1.621364761,3.187888735
"189","SN4","B4_SN4_3_s.wav",0.1283541667,52.10353998,4044.299828,1822.092918,1.758211309,3.402171385
"190","SN5","B3_SN5_3_s.wav",0.09479166667,47.69423757,8186.771839,2429.650895,-0.5549862709,1.662970562
"191","SN5","B3_SN5_2_s.wav",0.1068958333,44.70743444,7841.007087,3038.244737,-0.7986054003,0.2178290063
"192","SN5","B3_SN5_1_s.wav",0.1131666667,43.84231419,7134.631086,2229.642668,0.1501455319,0.4059041346
"193","SN5","B6_SN5_2_s.wav",0.09675,46.28784045,6417.028833,1916.463189,0.1349175965,1.1155128
"194","SN5","B6_SN5_3_s.wav",0.08297916667,40.55084782,6187.066991,1758.227421,0.304116652,1.547781408
"195","SN5","B2_SN5_3_s.wav",0.08810416667,44.91045652,5743.842489,753.3693163,1.382354219,20.9189512
"196","SN5","B2_SN5_1_s.wav",0.06991666667,45.68734954,5517.319934,1258.615805,0.4295670134,8.776202492
"197","SN5","B6_SN5_1_s.wav",0.097875,42.77219541,5329.993905,1062.874729,2.069436804,11.09710318
"198","SN5","B2_SN5_2_s.wav",0.09360416667,43.95122688,5170.295183,945.4240847,1.534873452,13.82195005
"199","SN5","B4_SN5_2_s.wav",0.0973125,47.48695184,4913.983458,1696.586966,1.42087835,2.887856467
"200","SN5","B4_SN5_3_s.wav",0.09002083333,48.18674612,4593.772029,1618.91514,0.9994026267,3.526784048
"201","SN5","B4_SN5_1_s.wav",0.1105416667,49.88730494,4500.653053,1513.580837,1.799219715,6.058472092
"202","SN6","B3_SN6_1_s.wav",0.1198333333,48.8293554,8965.083029,2358.398979,-0.8648663214,0.4291714094
"203","SN6","B6_SN6_1_s_alt.wav",0.09741666667,51.0608029,7561.054307,2244.063792,0.1705111188,-0.1752547627
"204","SN6","B3_SN6_3_s.wav",0.1244166667,48.81000253,7467.479954,2511.037644,0.3716407533,-0.4819335226
"205","SN6","B6_SN6_3_s_alt.wav",0.1041666667,54.43246035,7150.491528,1444.844928,-0.5221058979,1.274056022
"206","SN6","B3_SN6_2_s.wav",0.14625,51.33191321,7118.268456,2002.633922,0.5366559058,-0.2237655708
"207","SN6","B2_SN6_3_s.wav",0.09516666667,52.644255,6649.865767,1899.797783,0.8011987424,0.002929245993
"208","SN6","B6_SN6_2_s.wav",0.10875,53.3472757,6399.564255,2044.346819,0.6599306427,-0.7088071219
"209","SN6","B2_SN6_2_s.wav",0.0924375,50.70173341,6301.896529,1782.591034,0.8746492226,0.481426118
"210","SN6","B6_SN6_1_s.wav",0.10675,52.42378239,6192.930305,1746.59585,0.1037914141,-1.08573712
"211","SN6","B2_SN6_1_s.wav",0.08529166667,50.4629851,6000.801052,1791.71163,1.364074846,2.007690013
"212","SN6","B6_SN6_3_s.wav",0.1272083333,50.59304606,5721.839167,1625.746653,1.580143966,2.157787501
"213","SN6","B6_SN6_2_s_alt.wav",0.1014583333,53.32008134,5498.494609,1630.80404,2.205649312,4.101054335
"214","SN6","B4_SN6_1_s.wav",0.10525,52.48339755,5439.392529,1879.673423,0.9356945798,1.232271127
"215","SN6","B4_SN6_3_s.wav",0.1183333333,54.49420934,5131.830447,1657.462992,1.301199439,3.271515706
"216","SN6","B4_SN6_2_s.wav",0.106375,58.06042865,4502.332421,980.9304519,3.254062635,13.43205809
"217","SN7","B3_SN7_2_s.wav",0.1639166667,49.61920648,8881.318702,1585.391574,-0.1818233022,4.365854919
"218","SN7","B3_SN7_1_s.wav",0.1663541667,43.01184619,8090.238703,1876.927299,-0.2759579764,2.65844914
"219","SN7","B3_SN7_3_s.wav",0.1492083333,45.50757008,7802.679784,2024.881793,-0.01522260326,0.506287094
"220","SN7","B6_SN7_3_s.wav",0.1414166667,48.19573959,6383.173512,1452.097697,0.8246897424,0.5283291649
"221","SN7","B6_SN7_2_s.wav",0.1420625,49.89043699,6357.507247,1276.968954,0.7473336003,1.716712066
"222","SN7","B6_SN7_1_s.wav",0.1440833333,50.11650843,5645.700923,1162.746061,2.010208294,5.165612565
"223","SN7","B2_SN7_3_s.wav",0.1440625,51.12157608,5634.030645,1041.994754,1.678557579,5.215104883
"224","SN7","B2_SN7_1_s.wav",0.1540416667,52.53004018,5586.463748,1060.064609,1.786485246,5.540255789
"225","SN7","B2_SN7_2_s.wav",0.1460625,53.28951047,5307.216845,726.4898131,3.935324141,25.57606334
"226","SN7","B4_SN7_1_s.wav",0.1649166667,50.17114489,5274.44645,1400.244397,2.021878332,6.001993176
"227","SN7","B4_SN7_3_s.wav",0.1551041667,50.60086579,4948.544337,1346.062055,1.373756291,4.399120722
"228","SN7","B4_SN7_2_s.wav",0.154625,50.00335767,4882.181004,1542.295041,1.646260339,3.576698239
"229","SN8","B3_SN8_3_s.wav",0.1537708333,51.98008853,8499.595825,1891.171291,-0.08641693095,1.294421338
"230","SN8","B3_SN8_1_s.wav",0.1612708333,43.60501138,8074.526054,2045.018,0.4423460896,1.688632685
"231","SN8","B3_SN8_2_s.wav",0.1380208333,47.18591126,7578.238572,1551.491529,0.4883433736,3.510878666
"232","SN8","B6_SN8_3_s.wav",0.1385,48.39131302,7106.436409,1491.739691,0.3089549526,-0.1282932882
"233","SN8","B2_SN8_1_s.wav",0.1089375,53.49330469,6441.933062,1123.251979,1.396856637,4.757739537
"234","SN8","B2_SN8_2_s.wav",0.1225833333,51.43915855,6382.807525,993.6083191,1.427663218,5.147977573
